title,publication,Book Series Title,Journal Volume,Journal Issue,doi,author,Publication Year,url,Content Type
An enhanced mechanism for malicious URL detection using deep learning and DistilBERT-based feature extraction,The Journal of Supercomputing,,,,10.1007/s11227-024-06908-x,Rania ZaimiKhouloud Safi EljilMohamed HafidiMahnane LamiaFarid Nait-Abdesselam,2025,https://link.springer.com/article/10.1007/s11227-024-06908-x,Article
A case study on phishing detection with a machine learning net,International Journal of Data Science and Analytics,,,,10.1007/s41060-024-00579-w,Ana BezerraIvo PereiraMiguel Ângelo RebeloDuarte CoelhoDaniel Alves de OliveiraJoaquim F. Pinto CostaRicardo P. M. Cruz,2024,https://link.springer.com/article/10.1007/s41060-024-00579-w,Article
AI for Defense,The Cybersecurity Trinity,,,,10.1007/979-8-8688-0947-7_3,Donnie W. Wendt,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0947-7_3,Chapter
Advancing cybersecurity: a comprehensive review of AI-driven detection techniques,Journal of Big Data,,,,10.1186/s40537-024-00957-y,Aya H. SalemSafaa M. AzzamO. E. EmamAmr A. Abohany,2024,https://link.springer.com/article/10.1186/s40537-024-00957-y,Article
Mouse Dynamics-Based Online Fraud Detection System for Online Education Platforms,Proceedings of Ninth International Congress on Information and Communication Technology,,,,10.1007/978-981-97-3302-6_21,Aditya SubashInsu SongIckjai LeeKyungmi Lee,2024,https://link.springer.com/chapter/10.1007/978-981-97-3302-6_21,Conference paper
The Hidden Dangers of Publicly Accessible LLMs: A Case Study on Gab AI,Digital Forensics and Cyber Crime,,,,10.1007/978-3-031-89363-6_18,Lakshika VaishnavSakshi SinghKimberly A. Cornell,2025,https://link.springer.com/chapter/10.1007/978-3-031-89363-6_18,Conference paper
Email and Browser Protections,Critical Security Controls for Effective Cyber Defense,,,,10.1007/979-8-8688-0506-6_9,Dr. Jason Edwards,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0506-6_9,Chapter
Securing the remote office: reducing cyber risks to remote working through regular security awareness education campaigns,International Journal of Information Security,,,,10.1007/s10207-023-00809-5,Giddeon Njamngang AngaforIryna YevseyevaLeandros Maglaras,2024,https://link.springer.com/article/10.1007/s10207-023-00809-5,Article
Intelligent phishing website detection using machine learning,Multimedia Tools and Applications,,,,10.1007/s11042-023-14731-4,Ashish Kumar JhaRaja MuthalaguPranav M. Pawar,2023,https://link.springer.com/article/10.1007/s11042-023-14731-4,Article
Emerging Phishing Attack Trends: A South African Case Study,Towards new e-Infrastructure and e-Services for Developing Countries,,,,10.1007/978-3-031-81570-6_24,Jabu MtsweniPrecious MadumaVhuthu NefaleAlex RamantswanaMfundo MasangoMuyowa Mutemwa,2025,https://link.springer.com/chapter/10.1007/978-3-031-81570-6_24,Conference paper
A Comprehensive Review of Social Engineering on Maritime Cybersecurity,Maritime Cybersecurity,,,,10.1007/978-3-031-87290-7_10,Veera Senthil Kumar GanesanMihir Chandra,2025,https://link.springer.com/chapter/10.1007/978-3-031-87290-7_10,Chapter
All Your LLMs Belong to&#xa0;Us: Experiments with&#xa0;a&#xa0;New Extortion Phishing Dataset,Data and Applications Security and Privacy XXXVIII,,,,10.1007/978-3-031-65172-4_15,Fatima Zahra QachfarRakesh M. Verma,2024,https://link.springer.com/chapter/10.1007/978-3-031-65172-4_15,Conference paper
The State of Data Breaches in the African Cyberspace: A Trend Analysis Using Social Media and Research Literature,Towards new e-Infrastructure and e-Services for Developing Countries,,,,10.1007/978-3-031-81570-6_17,Jabu MtsweniMuyowa MutemwaMfundo MasangoSamson ChishiriSiwe Moyakhe,2025,https://link.springer.com/chapter/10.1007/978-3-031-81570-6_17,Conference paper
The Scourge of Ransomware: The Cybercrime Growth Industry of the Early 2020s,Cybercrime and Challenges in South Africa,,,,10.1007/978-981-99-3057-9_5,Anthony De Villiers Minnaar,2023,https://link.springer.com/chapter/10.1007/978-981-99-3057-9_5,Chapter
Security Awareness and Skills Training,Critical Security Controls for Effective Cyber Defense,,,,10.1007/979-8-8688-0506-6_14,Dr. Jason Edwards,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0506-6_14,Chapter
Crisis Recovery by Corporate Investigation,Corporate Crisis Recovery,,,,10.1007/978-3-031-58835-8_8,Petter GottschalkChristopher Hamerton,2024,https://link.springer.com/chapter/10.1007/978-3-031-58835-8_8,Chapter
Securing Healthcare Systems: Modern Threats and Strategic Developments in Cybersecurity,Intelligent Computing and Communication,,,,10.1007/978-981-96-1267-3_27,M. Husain BathushawS. Nagasundaram,2025,https://link.springer.com/chapter/10.1007/978-981-96-1267-3_27,Conference paper
Robust Keystroke Behavior Features for Continuous User Authentication for Online Fraud Detection,Proceedings of Eighth International Congress on Information and Communication Technology,,,,10.1007/978-981-99-3243-6_71,Aditya SubashInsu SongKexin Tao,2023,https://link.springer.com/chapter/10.1007/978-981-99-3243-6_71,Conference paper
The Evolving Threat Landscape: Understanding Cyber Threats in the Digital Age,Boardroom Cybersecurity,,,,10.1007/979-8-8688-0785-5_1,Dan Weis,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0785-5_1,Chapter
Cacography based Ransomware Email Phishing Attack Prevention using Language Pack Tuned Transformer Language Model,Scientific Reports,,,,10.1038/s41598-025-06530-8,S. AbiramasundariV. Ramaswamy,2025,https://link.springer.com/article/10.1038/s41598-025-06530-8,Article
Artificial Intelligence and Data Mining,Counterterrorism and Cybersecurity,,,,10.1007/978-3-031-63126-9_13,Newton Lee,2024,https://link.springer.com/chapter/10.1007/978-3-031-63126-9_13,Chapter
Computational Approaches to Persuasion Detection and Potential of Use in Social Engineering,"Proceedings of the Future Technologies Conference (FTC) 2023, Volume 4",,,,10.1007/978-3-031-47448-4_30,Subia AnsariMohammad Zaiyan Alam,2023,https://link.springer.com/chapter/10.1007/978-3-031-47448-4_30,Conference paper
Early Detection of&#xa0;Spam Domains with&#xa0;Passive DNS and&#xa0;SPF,Passive and Active Measurement,,,,10.1007/978-3-030-98785-5_2,Simon FernandezMaciej KorczyńskiAndrzej Duda,2022,https://link.springer.com/chapter/10.1007/978-3-030-98785-5_2,Conference paper
Guarding the Digital Gateway: An In-Depth Analysis of Cybersecurity Challenges in India,Emerging Trends in Information System Security Using AI & Data Science for Next-Generation Cyber Analytics,,,,10.1007/978-3-031-81481-5_6,Snehal A. Bagul,2025,https://link.springer.com/chapter/10.1007/978-3-031-81481-5_6,Chapter
Analysis of Cybercrimes with Machine Learning Techniques,Proceedings of International Conference on Artificial Intelligence and Networks,,,,10.1007/978-981-96-2015-9_32,Anil V. TurukmaneD. Ramkumar,2025,https://link.springer.com/chapter/10.1007/978-981-96-2015-9_32,Conference paper
Replacing Human Input in&#xa0;Spam Email Detection Using Deep Learning,Artificial Intelligence in HCI,,,,10.1007/978-3-031-05643-7_25,Mathew NichoFarzan MajdaniChristopher D. McDermott,2022,https://link.springer.com/chapter/10.1007/978-3-031-05643-7_25,Conference paper
Increasing Security Awareness in the Company,Cybersecurity Awareness,,,,10.1007/978-3-658-46683-1_3,Martin Pils,2025,https://link.springer.com/chapter/10.1007/978-3-658-46683-1_3,Chapter
Crypto Phishing and Spoofing Scams,"The Cryptocurrency and Digital Asset Fraud Casebook, Volume II",,,,10.1007/978-3-031-60836-0_7,Jason Scharfman,2024,https://link.springer.com/chapter/10.1007/978-3-031-60836-0_7,Chapter
Cyber Crime in Nigeria—Reviewing the Problems,"Cybercrime, Digital Forensic Readiness, and Financial Crime Investigation in Nigeria",,,,10.1007/978-3-031-54089-9_2,Robinson Tombari SibeChristian Kaunert,2024,https://link.springer.com/chapter/10.1007/978-3-031-54089-9_2,Chapter
Cybersecurity Incidents in Relation to Fraudulent SIM Card Registration in Malawi,"Mathematical Modeling, Applied Analysis and Computational Methods",,,,10.1007/978-981-96-3460-6_12,Mangani D. KazembeSudeep VarshneyKeshav Gupta,2025,https://link.springer.com/chapter/10.1007/978-981-96-3460-6_12,Conference paper
How do cybercriminals launder the proceeds of their crimes?,International Cybersecurity Law Review,,,,10.1365/s43439-023-00104-y,Fabian TeichmannSonia Boticiu,2023,https://link.springer.com/article/10.1365/s43439-023-00104-y,Article
"Cyber insurance: state of the art, trends and future directions",International Journal of Information Security,,,,10.1007/s10207-023-00660-8,Aggeliki TsohouVasiliki DiamantopoulouStefanos GritzalisCostas Lambrinoudakis,2023,https://link.springer.com/article/10.1007/s10207-023-00660-8,Article
Cyberattacks on the Maritime Sector: A Literature Review,Journal of Marine Science and Application,,,,10.1007/s11804-024-00443-0,Steve SymesEddie Blanco-DavisTony GrahamJin WangEdward Shaw,2024,https://link.springer.com/article/10.1007/s11804-024-00443-0,Article
The Importance of Cybersecurity Awareness Training in the Aviation Industry for Early Detection of Cyberthreats and Vulnerabilities,HCI International 2023 – Late Breaking Papers,,,,10.1007/978-3-031-48057-7_29,Regner SabillonJuan Ramon Bermejo Higuera,2023,https://link.springer.com/chapter/10.1007/978-3-031-48057-7_29,Conference paper
Review of&#xa0;Phishing Attacks’ Effects on&#xa0;AI-Powered IoT Systems,Innovations in Electrical and Electronic Engineering,,,,10.1007/978-981-99-8661-3_24,S. D. MohanaD. Rafiya NusrathS. P. Shiva PrakashKirill Krinkin,2024,https://link.springer.com/chapter/10.1007/978-981-99-8661-3_24,Conference paper
Combatting Fraud,Information Security Planning,,,,10.1007/978-3-031-43118-0_2,Susan Lincke,2024,https://link.springer.com/chapter/10.1007/978-3-031-43118-0_2,Chapter
Cost-Effective Cybersecurity Framework for Small and Medium-Sized Enterprises,Deep Learning and Visual Artificial Intelligence,,,,10.1007/978-981-97-4533-3_11,Nadia AnsarSuraiya ParveenBhavya AlankarIhtiram Raza Khan,2024,https://link.springer.com/chapter/10.1007/978-981-97-4533-3_11,Conference paper
Impact of AI-Generated Phishing Attacks: A New Cybersecurity Threat,Intelligent Computing,,,,10.1007/978-3-031-92605-1_19,Taiwo Oladipupo Ayodele,2025,https://link.springer.com/chapter/10.1007/978-3-031-92605-1_19,Conference paper
Achieving Sustainable Development Goals in Cyber Security Using AIoT for Healthcare Application,Artificial Intelligence of Things for Achieving Sustainable Development Goals,,,,10.1007/978-3-031-53433-1_11,Meenu VijaraniaSwati GuptaAkshat AgrawalSanjay Misra,2024,https://link.springer.com/chapter/10.1007/978-3-031-53433-1_11,Chapter
Pandemics and Illegal Manipulation of Digital Technologies: Examining Cause and Effect in a Time of COVID-19,Cybercrime in the Pandemic Digital Age and Beyond,,,,10.1007/978-3-031-29107-4_2,Jill Slay AM,2023,https://link.springer.com/chapter/10.1007/978-3-031-29107-4_2,Chapter
Large Language Models in Cyberattacks,Doklady Mathematics,,,,10.1134/S1064562425700012,S. V. LebedD. E. NamiotE. V. ZubarevaP. V. KhenkinA. A. VorobevaD. A. Svichkar,2024,https://link.springer.com/article/10.1134/S1064562425700012,Article
Effectiveness of HSTS and Alternative Strategies to Enhance Web Applications Security,Innovations in Communication Networks: Sustainability for Societal and Industrial Impact,,,,10.1007/978-981-96-5223-5_5,Han Hui LiewJulia JuremiNipuna Hiranya Weeratunge,2025,https://link.springer.com/chapter/10.1007/978-981-96-5223-5_5,Conference paper
A Comparative Analysis of Phishing Tools: Features and Countermeasures,Information Security Practice and Experience,,,,10.1007/978-981-97-9053-1_21,Rishikesh SahayWeizhi MengWenjuan Li,2025,https://link.springer.com/chapter/10.1007/978-981-97-9053-1_21,Conference paper
A systematic review and research challenges on phishing cyberattacks from an electroencephalography and gaze-based perspective,Personal and Ubiquitous Computing,,,,10.1007/s00779-024-01794-9,George A. ThomopoulosDimitrios P. LyrasChristos A. Fidas,2024,https://link.springer.com/article/10.1007/s00779-024-01794-9,Article
Design and&#xa0;Evaluation of&#xa0;an&#xa0;Anti-phishing Artifact Based on&#xa0;Useful Transparency,Socio-Technical Aspects in Security,,,,10.1007/978-3-031-83072-3_7,Christopher BeckmannBenjamin BerensNiklas KühlPeter MayerMattia MossanoMelanie Volkamer,2025,https://link.springer.com/chapter/10.1007/978-3-031-83072-3_7,Conference paper
Sufficient Security,CompTIA A+ Certification Companion,,,,10.1007/979-8-8688-0867-8_11,Kodi A. Cochran,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0867-8_11,Chapter
Cybersecurity in the Digital Age,Technology for Societal Transformation,,,,10.1007/978-981-96-1721-0_8,Ileyas RizviShiv RajVikram Singh,2025,https://link.springer.com/chapter/10.1007/978-981-96-1721-0_8,Chapter
Emerging Cyber-Attacks,"Emerging Secure Networks, Blockchains and Smart Contract Technologies",,,,10.1007/978-3-031-65866-2_1,Jong-Moon Chung,2024,https://link.springer.com/chapter/10.1007/978-3-031-65866-2_1,Chapter
Artificial Intelligence – Opportunity and Risk for Corporate Cyber Security,Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-024-2034-7,Luis MolinaMartin Arno Schöpper,2025,https://link.springer.com/article/10.1007/s11623-024-2034-7,Article
Cybercrime Analysis of India Using Machine Learning,Data Science and Applications,,,,10.1007/978-981-99-7820-5_11,Aviral GoyalLydia J. Gnanasigamani,2024,https://link.springer.com/chapter/10.1007/978-981-99-7820-5_11,Conference paper
Digital Technologies and Crime,Encyclopedia of Contemporary Constitutionalism,,,,10.1007/978-3-319-31739-7_230-1,Nicoleta-Elena Hegheș,2025,https://link.springer.com/rwe/10.1007/978-3-319-31739-7_230-1,Living reference work entry
The Dual-Edged Sword of&#xa0;Large Language Models in&#xa0;Phishing,Secure IT Systems,,,,10.1007/978-3-031-79007-2_14,Alec SiemerinkSlinger JansenKatsiaryna Labunets,2025,https://link.springer.com/chapter/10.1007/978-3-031-79007-2_14,Conference paper
Eyes on phishing emails: an eye-tracking study,Journal of Experimental Criminology,,,,10.1007/s11292-024-09648-3,Liliana RibeiroInês Sousa GuedesCarla Sofia Cardoso,2024,https://link.springer.com/article/10.1007/s11292-024-09648-3,Article
The Perfect Victim? Family Offices as&#xa0;Targets for&#xa0;Cybercriminals,Foundations and Practice of Security,,,,10.1007/978-3-031-87499-4_1,Brian H. NussbaumKimberly A. CornellLi Huang,2025,https://link.springer.com/chapter/10.1007/978-3-031-87499-4_1,Conference paper
Using Website Content for&#xa0;Detecting Phishing URLs: A Novel Approach,Advances in Data-Driven Computing and Intelligent Systems,,,,10.1007/978-981-99-9518-9_7,Vaishali GanganwarSyed Iarshed HussainAnkur PowarShushant GaurAmit Kumar,2024,https://link.springer.com/chapter/10.1007/978-981-99-9518-9_7,Conference paper
An Ontological Model of&#xa0;the&#xa0;Phishing Attack Process,"Enterprise, Business-Process and Information Systems Modeling",,,,10.1007/978-3-031-95397-2_17,Ítalo OliveiraGerd WagnerGlenda AmaralTiago Prince SalesJan-Willem BulléeMarianne JungerDipti K. SarmahMaya DanevaGiancarlo Guizzardi,2025,https://link.springer.com/chapter/10.1007/978-3-031-95397-2_17,Conference paper
We’re Losing,Cybersecurity for Everyone,,,,10.1007/979-8-8688-1408-2_4,Cathy Olieslaeger,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1408-2_4,Chapter
"AI-Powered Tools: Threat, Defense, and Cyber-Resilience for Individuals",Digital Technology Platforms and Deployment,,,,10.1007/978-3-031-86547-3_14,Tatiana AntipovaSimona RiureanPatricia RiureanGeorge Bolog,2025,https://link.springer.com/chapter/10.1007/978-3-031-86547-3_14,Chapter
DuD-Report,Datenschutz und Datensicherheit - DuD,,,,10.1007/s11623-023-1766-0,,2023,https://link.springer.com/article/10.1007/s11623-023-1766-0,Article
Conclusion: Misinformation and AI—How Algorithms Generate and Manipulate Misinformation,Artificial Misinformation,,,,10.1007/978-3-031-52569-8_10,Donghee Shin,2024,https://link.springer.com/chapter/10.1007/978-3-031-52569-8_10,Chapter
Economic Crimes in Current Era: World and Indian Context,Intelligent System and Data Analysis,,,,10.1007/978-981-97-5200-3_12,Arjun ChoudharyAshish TripathiMeenakshi PuniaChetanya KunndraVikas Kumar Kharbas,2025,https://link.springer.com/chapter/10.1007/978-981-97-5200-3_12,Conference paper
The Malware as a Service Ecosystem,Malware,,,,10.1007/978-3-031-66245-4_16,Constantinos PatsakisDavid ArroyoFran Casino,2025,https://link.springer.com/chapter/10.1007/978-3-031-66245-4_16,Chapter
A deep learning mechanism to detect phishing URLs using the permutation importance method and SMOTE-Tomek link,The Journal of Supercomputing,,,,10.1007/s11227-024-06124-7,Rania ZaimiMohamed HafidiMahnane Lamia,2024,https://link.springer.com/article/10.1007/s11227-024-06124-7,Article
"Revolutionizing Social Engineering Awareness Raising, Education and Training: Generative AI-Powered Investigations in the Maritime Domain","HCI for Cybersecurity, Privacy and Trust",,,,10.1007/978-3-031-61382-1_5,Michail LoupasakisGeorgios PotamosEliana Stavrou,2024,https://link.springer.com/chapter/10.1007/978-3-031-61382-1_5,Conference paper
Artificial Intelligence Methods in Email Marketing—A Survey,Dependable Computer Systems and Networks,,,,10.1007/978-3-031-37720-4_8,Anna Jach,2023,https://link.springer.com/chapter/10.1007/978-3-031-37720-4_8,Conference paper
Development of Proposed Model Using Random Forest with Optimization Technique for Classification of Phishing Website,SN Computer Science,,,,10.1007/s42979-024-03388-x,Prakash PathakAkhilesh Kumar Shrivas,2024,https://link.springer.com/article/10.1007/s42979-024-03388-x,Article
Characterizing the&#xa0;Networks Sending Enterprise Phishing Emails,Passive and Active Measurement,,,,10.1007/978-3-031-85960-1_18,Elisa LuoLiane YoungGrant HoM. H. AfifiMarco SchweighauserEthan Katz-BassettAsaf Cidon,2025,https://link.springer.com/chapter/10.1007/978-3-031-85960-1_18,Conference paper
Pandemics and Fraud: Learning from the Coronavirus Pandemic and Its Antecedents,Cybercrime in the Pandemic Digital Age and Beyond,,,,10.1007/978-3-031-29107-4_3,Michael Levi,2023,https://link.springer.com/chapter/10.1007/978-3-031-29107-4_3,Chapter
Phisherman: Phishing Link Scanner,Machine Learning for Networking,,,,10.1007/978-3-031-36183-8_11,Christian Angelo A. EscosesMark Renzo R. MagnoHannah Mae P. BalbaNeil C. EnriquezMarlon A. Diloy,2023,https://link.springer.com/chapter/10.1007/978-3-031-36183-8_11,Conference paper
How Good Are We at Detecting a Phishing Attack? Investigating the Evolving Phishing Attack Email and Why It Continues to Successfully Deceive Society,SN Computer Science,,,,10.1007/s42979-022-01069-1,Fiona CarrollJohn Ayooluwa AdejobiReza Montasari,2022,https://link.springer.com/article/10.1007/s42979-022-01069-1,Article
Overlay Security: Email and Social Media,Discovering Cybersecurity,,,,10.1007/978-1-4842-9560-1_10,Seth James Nielson,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9560-1_10,Chapter
Bytes and Battles in AI Era. Safeguarding Consumers’ Digital World,Digital Technology Platforms and Deployment,,,,10.1007/978-3-031-86547-3_16,Tatiana AntipovaSimona Riurean,2025,https://link.springer.com/chapter/10.1007/978-3-031-86547-3_16,Chapter
"Digital Twins in&#xa0;Healthcare: Security, Privacy, Trust and&#xa0;Safety Challenges",Computer Security. ESORICS 2023 International Workshops,,,,10.1007/978-3-031-54129-2_9,Cecilie Solberg JørgensenAnkur ShuklaBasel Katt,2024,https://link.springer.com/chapter/10.1007/978-3-031-54129-2_9,Conference paper
The Power of Persuasion: Exploring Social Engineering in the Digital Age,Current and Future Trends on Intelligent Technology Adoption,,,,10.1007/978-3-031-61463-7_16,Rand K. AbdelhamidMahmoud Maqableh,2024,https://link.springer.com/chapter/10.1007/978-3-031-61463-7_16,Chapter
The Economics of Transnational Organised Crime: A Conceptual Analysis of Issues and Challenges in the 21st Century,The Palgrave Handbook of (In)security and Transnational Crime in Africa,,,,10.1007/978-3-031-74786-1_1,Shanta Balgobind SinghGerelene JagganathTolulope Ojolo,2025,https://link.springer.com/chapter/10.1007/978-3-031-74786-1_1,Chapter
Future of AI-Driven Digital Forensics,Artificial Intelligence in Practice,,,,10.1007/978-3-031-89327-8_12,S. S. IyengarSeyedsina NabavirazaviYashas HariprasadPrasad HBC. Krishna Mohan,2025,https://link.springer.com/chapter/10.1007/978-3-031-89327-8_12,Chapter
Comprehensive analytical review of cybercrime and cyber policy in West Africa,Journal of Electrical Systems and Information Technology,,,,10.1186/s43067-025-00216-x,Victor A. AdewopoSylvia Worlali AzumahMustapha Awinsongya YakubuEmmanuel Kojo GyamfiMurat OzerNelly Elsayed,2025,https://link.springer.com/article/10.1186/s43067-025-00216-x,Article
External Offenders,White-Collar Crime Online,,,,10.1007/978-3-030-82132-6_4,Petter GottschalkChristopher Hamerton,2022,https://link.springer.com/chapter/10.1007/978-3-030-82132-6_4,Chapter
Security Awareness: Brave New World,Information Security Planning,,,,10.1007/978-3-031-43118-0_1,Susan Lincke,2024,https://link.springer.com/chapter/10.1007/978-3-031-43118-0_1,Chapter
Multi-labeling with topic models for searching security information,Annals of Telecommunications,,,,10.1007/s12243-022-00928-5,Yuki OsadaRyusei NagasawaYoshiaki ShiraishiMakoto TakitaKeisuke FurumotoTakeshi TakahashiMasami MohriMasakatu Morii,2022,https://link.springer.com/article/10.1007/s12243-022-00928-5,Article
Understanding Cyber Risk and Cyber Resilience,Boardroom Cybersecurity,,,,10.1007/979-8-8688-0785-5_7,Dan Weis,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0785-5_7,Chapter
Cybercrime,Legal Translation between English and Arabic,,,,10.1007/978-3-031-14838-5_11,Ali Almanna,2023,https://link.springer.com/chapter/10.1007/978-3-031-14838-5_11,Chapter
Design tactics for tailoring transformer architectures to cybersecurity challenges,Cluster Computing,,,,10.1007/s10586-024-04355-0,Cigdem AvciBedir TekinerdoganCagatay Catal,2024,https://link.springer.com/article/10.1007/s10586-024-04355-0,Article
"Legal, Regulatory, and Ethical Considerations in E-Business",E-Business Essentials,,,,10.1007/978-3-031-39626-7_15,Hamed Taherdoost,2023,https://link.springer.com/chapter/10.1007/978-3-031-39626-7_15,Chapter
Cyber Threat Intelligence Methodologies: Hunting Cyber Threats with Threat Intelligence Platforms and Deception Techniques,2nd EAI International Conference on Smart Technology,,,,10.1007/978-3-031-07670-1_2,Arturo E. TorresFrancisco TorresArturo Torres Budgud,2023,https://link.springer.com/chapter/10.1007/978-3-031-07670-1_2,Conference paper
Enhanced Lightweight Model for Detection of Phishing URL Using Machine Learning,ICT Analysis and Applications,,,,10.1007/978-981-15-8354-4_6,Siddhesh MasurkarVipul Dalal,2021,https://link.springer.com/chapter/10.1007/978-981-15-8354-4_6,Conference paper
Enhanced Lightweight Model for Detection of Phishing URL Using Machine Learning,Machine Intelligence and Smart Systems,,,,10.1007/978-981-33-4893-6_24,Siddhesh MasurkarVipul Dalal,2021,https://link.springer.com/chapter/10.1007/978-981-33-4893-6_24,Conference paper
Artificial intelligence in the COVID-19 pandemic: balancing benefits and ethical challenges in China’s response,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-04564-x,Xiaojun DingBingxing ShangCaifeng XieJiayi XinFeng Yu,2025,https://link.springer.com/article/10.1057/s41599-025-04564-x,Article
Lost in the Maze: Disentangling the Behavioral Variety of Money Laundering,European Journal on Criminal Policy and Research,,,,10.1007/s10610-023-09572-8,Mirko Nazzari,2023,https://link.springer.com/article/10.1007/s10610-023-09572-8,Article
Fuzzy graphs in telecommunications: exploring average fuzzy cyclic connectivity for enhanced connectivity analysis,Journal of Applied Mathematics and Computing,,,,10.1007/s12190-024-02117-0,P. SujithraSunil MathewJ. N. Mordeson,2024,https://link.springer.com/article/10.1007/s12190-024-02117-0,Article
"Federated Learning Enabled Edge Computing Security for Internet of Medical Things: Concepts, Challenges and Open Issues",Security and Risk Analysis for Intelligent Edge Computing,,,,10.1007/978-3-031-28150-1_3,Gautam SrivastavaDasaradharami Reddy K.Supriya Y.Gokul YenduriPawan HegdeThippa Reddy GadekalluPraveen Kumar Reddy MaddikuntaSweta Bhattacharya,2023,https://link.springer.com/chapter/10.1007/978-3-031-28150-1_3,Chapter
Comprehensive framework for implementing blockchain-enabled federated learning and full homomorphic encryption for chatbot security system,Cluster Computing,,,,10.1007/s10586-024-04515-2,Nasir Ahmad JalaliChen Hongsong,2024,https://link.springer.com/article/10.1007/s10586-024-04515-2,Article
Social Engineering Attacks in Healthcare Systems: A Survey,National Cyber Summit (NCS) Research Track 2021,,,,10.1007/978-3-030-84614-5_11,Christopher NguyenWalt WilliamsBrandon DidlakeDonte MitchellJames McGinnisDipankar Dasgupta,2022,https://link.springer.com/chapter/10.1007/978-3-030-84614-5_11,Conference paper
Digital Transformation Impact in Security and Privacy,Developments and Advances in Defense and Security,,,,10.1007/978-981-16-4884-7_6,Andrea DíazLaura GuerraEleazar Díaz,2022,https://link.springer.com/chapter/10.1007/978-981-16-4884-7_6,Conference paper
Enforcement Knowledge,White-Collar Crime Online,,,,10.1007/978-3-030-82132-6_8,Petter GottschalkChristopher Hamerton,2022,https://link.springer.com/chapter/10.1007/978-3-030-82132-6_8,Chapter
Public-Private Collaboration for Combatting Cyber Fraud,"Financial Crime, Law and Governance",,,,10.1007/978-3-031-59547-9_12,Daniel HalpinSheri Todd,2024,https://link.springer.com/chapter/10.1007/978-3-031-59547-9_12,Chapter
