title,publication,Book Series Title,Journal Volume,Journal Issue,doi,author,Publication Year,url,Content Type
Development of Proposed Model Using Random Forest with Optimization Technique for Classification of Phishing Website,SN Computer Science,,,,10.1007/s42979-024-03388-x,Prakash PathakAkhilesh Kumar Shrivas,2024,https://link.springer.com/article/10.1007/s42979-024-03388-x,Article
Conclusion: Misinformation and AI—How Algorithms Generate and Manipulate Misinformation,Artificial Misinformation,,,,10.1007/978-3-031-52569-8_10,Donghee Shin,2024,https://link.springer.com/chapter/10.1007/978-3-031-52569-8_10,Chapter
Phishing Email Detection: Survey,Recent Trends and Advances in Artificial Intelligence,,,,10.1007/978-3-031-70924-1_42,Raweia S. MohamedAliRazn A. Abduhameed,2024,https://link.springer.com/chapter/10.1007/978-3-031-70924-1_42,Conference paper
Cacography based Ransomware Email Phishing Attack Prevention using Language Pack Tuned Transformer Language Model,Scientific Reports,,,,10.1038/s41598-025-06530-8,S. AbiramasundariV. Ramaswamy,2025,https://link.springer.com/article/10.1038/s41598-025-06530-8,Article
AI for Defense,The Cybersecurity Trinity,,,,10.1007/979-8-8688-0947-7_3,Donnie W. Wendt,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0947-7_3,Chapter
Securing the remote office: reducing cyber risks to remote working through regular security awareness education campaigns,International Journal of Information Security,,,,10.1007/s10207-023-00809-5,Giddeon Njamngang AngaforIryna YevseyevaLeandros Maglaras,2024,https://link.springer.com/article/10.1007/s10207-023-00809-5,Article
Design tactics for tailoring transformer architectures to cybersecurity challenges,Cluster Computing,,,,10.1007/s10586-024-04355-0,Cigdem AvciBedir TekinerdoganCagatay Catal,2024,https://link.springer.com/article/10.1007/s10586-024-04355-0,Article
Phishing URL detection with neural networks: an empirical study,Scientific Reports,,,,10.1038/s41598-024-74725-6,Hayk GhalechyanElina IsrayelyanAvag ArakelyanGerasim HovhannisyanArman Davtyan,2024,https://link.springer.com/article/10.1038/s41598-024-74725-6,Article
An enhanced mechanism for malicious URL detection using deep learning and DistilBERT-based feature extraction,The Journal of Supercomputing,,,,10.1007/s11227-024-06908-x,Rania ZaimiKhouloud Safi EljilMohamed HafidiMahnane LamiaFarid Nait-Abdesselam,2025,https://link.springer.com/article/10.1007/s11227-024-06908-x,Article
Email and Browser Protections,Critical Security Controls for Effective Cyber Defense,,,,10.1007/979-8-8688-0506-6_9,Dr. Jason Edwards,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0506-6_9,Chapter
Emerging Phishing Attack Trends: A South African Case Study,Towards new e-Infrastructure and e-Services for Developing Countries,,,,10.1007/978-3-031-81570-6_24,Jabu MtsweniPrecious MadumaVhuthu NefaleAlex RamantswanaMfundo MasangoMuyowa Mutemwa,2025,https://link.springer.com/chapter/10.1007/978-3-031-81570-6_24,Conference paper
Securing Healthcare Systems: Modern Threats and Strategic Developments in Cybersecurity,Intelligent Computing and Communication,,,,10.1007/978-981-96-1267-3_27,M. Husain BathushawS. Nagasundaram,2025,https://link.springer.com/chapter/10.1007/978-981-96-1267-3_27,Conference paper
How Good Are We at Detecting a Phishing Attack? Investigating the Evolving Phishing Attack Email and Why It Continues to Successfully Deceive Society,SN Computer Science,,,,10.1007/s42979-022-01069-1,Fiona CarrollJohn Ayooluwa AdejobiReza Montasari,2022,https://link.springer.com/article/10.1007/s42979-022-01069-1,Article
Phishing Website Detection Through Multi-model Analysis of&#xa0;HTML Content,Proceedings of International Conference on Theoretical and Applied Computing,,,,10.1007/978-981-97-6957-5_15,Furkan ÇolhakMert İlhan EcevitBilal Emir UçarReiner CreutzburgHasan Dağ,2025,https://link.springer.com/chapter/10.1007/978-981-97-6957-5_15,Conference paper
The Effectiveness of&#xa0;Transformer-Based Models for&#xa0;BEC Attack Detection,Network and System Security,,,,10.1007/978-3-031-39828-5_5,Amirah AlmutairiBooJoong KangNawfal Fadhel,2023,https://link.springer.com/chapter/10.1007/978-3-031-39828-5_5,Conference paper
Impact of AI-Generated Phishing Attacks: A New Cybersecurity Threat,Intelligent Computing,,,,10.1007/978-3-031-92605-1_19,Taiwo Oladipupo Ayodele,2025,https://link.springer.com/chapter/10.1007/978-3-031-92605-1_19,Conference paper
Artificial Intelligence and Data Mining,Counterterrorism and Cybersecurity,,,,10.1007/978-3-031-63126-9_13,Newton Lee,2024,https://link.springer.com/chapter/10.1007/978-3-031-63126-9_13,Chapter
Phishing Email Detection Using NLP and CNN Model,Advances in Intelligent Systems and Digital Applications,,,,10.1007/978-3-031-95330-9_22,Meryem HilaniBouchra NassihImane LmatiYoussef BaloukiAouatif Amine,2025,https://link.springer.com/chapter/10.1007/978-3-031-95330-9_22,Conference paper
All Your LLMs Belong to&#xa0;Us: Experiments with&#xa0;a&#xa0;New Extortion Phishing Dataset,Data and Applications Security and Privacy XXXVIII,,,,10.1007/978-3-031-65172-4_15,Fatima Zahra QachfarRakesh M. Verma,2024,https://link.springer.com/chapter/10.1007/978-3-031-65172-4_15,Conference paper
A systematic review and research challenges on phishing cyberattacks from an electroencephalography and gaze-based perspective,Personal and Ubiquitous Computing,,,,10.1007/s00779-024-01794-9,George A. ThomopoulosDimitrios P. LyrasChristos A. Fidas,2024,https://link.springer.com/article/10.1007/s00779-024-01794-9,Article
Review of&#xa0;Phishing Attacks’ Effects on&#xa0;AI-Powered IoT Systems,Innovations in Electrical and Electronic Engineering,,,,10.1007/978-981-99-8661-3_24,S. D. MohanaD. Rafiya NusrathS. P. Shiva PrakashKirill Krinkin,2024,https://link.springer.com/chapter/10.1007/978-981-99-8661-3_24,Conference paper
A deep learning mechanism to detect phishing URLs using the permutation importance method and SMOTE-Tomek link,The Journal of Supercomputing,,,,10.1007/s11227-024-06124-7,Rania ZaimiMohamed HafidiMahnane Lamia,2024,https://link.springer.com/article/10.1007/s11227-024-06124-7,Article
Mouse Dynamics-Based Online Fraud Detection System for Online Education Platforms,Proceedings of Ninth International Congress on Information and Communication Technology,,,,10.1007/978-981-97-3302-6_21,Aditya SubashInsu SongIckjai LeeKyungmi Lee,2024,https://link.springer.com/chapter/10.1007/978-981-97-3302-6_21,Conference paper
Comprehensive analytical review of cybercrime and cyber policy in West Africa,Journal of Electrical Systems and Information Technology,,,,10.1186/s43067-025-00216-x,Victor A. AdewopoSylvia Worlali AzumahMustapha Awinsongya YakubuEmmanuel Kojo GyamfiMurat OzerNelly Elsayed,2025,https://link.springer.com/article/10.1186/s43067-025-00216-x,Article
Cyberattacks on the Maritime Sector: A Literature Review,Journal of Marine Science and Application,,,,10.1007/s11804-024-00443-0,Steve SymesEddie Blanco-DavisTony GrahamJin WangEdward Shaw,2024,https://link.springer.com/article/10.1007/s11804-024-00443-0,Article
Future of AI-Driven Digital Forensics,Artificial Intelligence in Practice,,,,10.1007/978-3-031-89327-8_12,S. S. IyengarSeyedsina NabavirazaviYashas HariprasadPrasad HBC. Krishna Mohan,2025,https://link.springer.com/chapter/10.1007/978-3-031-89327-8_12,Chapter
Replacing Human Input in&#xa0;Spam Email Detection Using Deep Learning,Artificial Intelligence in HCI,,,,10.1007/978-3-031-05643-7_25,Mathew NichoFarzan MajdaniChristopher D. McDermott,2022,https://link.springer.com/chapter/10.1007/978-3-031-05643-7_25,Conference paper
Eyes on phishing emails: an eye-tracking study,Journal of Experimental Criminology,,,,10.1007/s11292-024-09648-3,Liliana RibeiroInês Sousa GuedesCarla Sofia Cardoso,2024,https://link.springer.com/article/10.1007/s11292-024-09648-3,Article
Artificial Intelligence Methods in Email Marketing—A Survey,Dependable Computer Systems and Networks,,,,10.1007/978-3-031-37720-4_8,Anna Jach,2023,https://link.springer.com/chapter/10.1007/978-3-031-37720-4_8,Conference paper
The Power of Persuasion: Exploring Social Engineering in the Digital Age,Current and Future Trends on Intelligent Technology Adoption,,,,10.1007/978-3-031-61463-7_16,Rand K. AbdelhamidMahmoud Maqableh,2024,https://link.springer.com/chapter/10.1007/978-3-031-61463-7_16,Chapter
"AI-Powered Tools: Threat, Defense, and Cyber-Resilience for Individuals",Digital Technology Platforms and Deployment,,,,10.1007/978-3-031-86547-3_14,Tatiana AntipovaSimona RiureanPatricia RiureanGeorge Bolog,2025,https://link.springer.com/chapter/10.1007/978-3-031-86547-3_14,Chapter
Phisherman: Phishing Link Scanner,Machine Learning for Networking,,,,10.1007/978-3-031-36183-8_11,Christian Angelo A. EscosesMark Renzo R. MagnoHannah Mae P. BalbaNeil C. EnriquezMarlon A. Diloy,2023,https://link.springer.com/chapter/10.1007/978-3-031-36183-8_11,Conference paper
The Dual-Edged Sword of&#xa0;Large Language Models in&#xa0;Phishing,Secure IT Systems,,,,10.1007/978-3-031-79007-2_14,Alec SiemerinkSlinger JansenKatsiaryna Labunets,2025,https://link.springer.com/chapter/10.1007/978-3-031-79007-2_14,Conference paper
Sufficient Security,CompTIA A+ Certification Companion,,,,10.1007/979-8-8688-0867-8_11,Kodi A. Cochran,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0867-8_11,Chapter
Computational Approaches to Persuasion Detection and Potential of Use in Social Engineering,"Proceedings of the Future Technologies Conference (FTC) 2023, Volume 4",,,,10.1007/978-3-031-47448-4_30,Subia AnsariMohammad Zaiyan Alam,2023,https://link.springer.com/chapter/10.1007/978-3-031-47448-4_30,Conference paper
Characterizing the&#xa0;Networks Sending Enterprise Phishing Emails,Passive and Active Measurement,,,,10.1007/978-3-031-85960-1_18,Elisa LuoLiane YoungGrant HoM. H. AfifiMarco SchweighauserEthan Katz-BassettAsaf Cidon,2025,https://link.springer.com/chapter/10.1007/978-3-031-85960-1_18,Conference paper
Enhanced Lightweight Model for Detection of Phishing URL Using Machine Learning,ICT Analysis and Applications,,,,10.1007/978-981-15-8354-4_6,Siddhesh MasurkarVipul Dalal,2021,https://link.springer.com/chapter/10.1007/978-981-15-8354-4_6,Conference paper
Artificial intelligence in the COVID-19 pandemic: balancing benefits and ethical challenges in China’s response,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-04564-x,Xiaojun DingBingxing ShangCaifeng XieJiayi XinFeng Yu,2025,https://link.springer.com/article/10.1057/s41599-025-04564-x,Article
Bytes and Battles in AI Era. Safeguarding Consumers’ Digital World,Digital Technology Platforms and Deployment,,,,10.1007/978-3-031-86547-3_16,Tatiana AntipovaSimona Riurean,2025,https://link.springer.com/chapter/10.1007/978-3-031-86547-3_16,Chapter
Cyber threat assessment and management for securing healthcare ecosystems using natural language processing,International Journal of Information Security,,,,10.1007/s10207-023-00769-w,Stefano SilvestriShareful IslamDmitry AmelinGabriele WeilerSpyridon PapastergiouMario Ciampi,2023,https://link.springer.com/article/10.1007/s10207-023-00769-w,Article
Social Engineering Attacks in Healthcare Systems: A Survey,National Cyber Summit (NCS) Research Track 2021,,,,10.1007/978-3-030-84614-5_11,Christopher NguyenWalt WilliamsBrandon DidlakeDonte MitchellJames McGinnisDipankar Dasgupta,2022,https://link.springer.com/chapter/10.1007/978-3-030-84614-5_11,Conference paper
Early Detection of&#xa0;Spam Domains with&#xa0;Passive DNS and&#xa0;SPF,Passive and Active Measurement,,,,10.1007/978-3-030-98785-5_2,Simon FernandezMaciej KorczyńskiAndrzej Duda,2022,https://link.springer.com/chapter/10.1007/978-3-030-98785-5_2,Conference paper
Behavioral Anomaly Model for Detecting Compromised Accounts on a Social Network,Advances in Computational Collective Intelligence,,,,10.1007/978-3-030-88113-9_20,Antonin FuchsMiroslava Mikusova,2021,https://link.springer.com/chapter/10.1007/978-3-030-88113-9_20,Conference paper
Applicability of machine learning in spam and phishing email filtering: review and approaches,Artificial Intelligence Review,,,,10.1007/s10462-020-09814-9,Tushaar GangavarapuC. D. JaidharBhabesh Chanduka,2020,https://link.springer.com/article/10.1007/s10462-020-09814-9,Article
Estimating vulnerability metrics with word embedding and multiclass classification methods,International Journal of Information Security,,,,10.1007/s10207-023-00734-7,Hakan KekülBurhan ErgenHalil Arslan,2023,https://link.springer.com/article/10.1007/s10207-023-00734-7,Article
A lightweight and proactive rule-based incremental construction approach to detect phishing scam,Information Technology and Management,,,,10.1007/s10799-021-00351-7,M. SatheeshKumarK. G. SrinivasaganG. UnniKrishnan,2022,https://link.springer.com/article/10.1007/s10799-021-00351-7,Article
A roadmap for governing AI: technology governance and power-sharing liberalism,AI and Ethics,,,,10.1007/s43681-024-00635-y,Danielle AllenSarah HubbardWoojin LimAllison StangerShlomit WagmanKinney ZalesneOmoaholo Omoakhalen,2025,https://link.springer.com/article/10.1007/s43681-024-00635-y,Article
Leveraging Artificial Intelligence Capabilities for Real-Time Monitoring of Cybersecurity Threats,Explainable Artificial Intelligence for Cyber Security,,,,10.1007/978-3-030-96630-0_7,Nickson M. KarieNor Masri Bin SahriWencheng YangMichael N. Johnstone,2022,https://link.springer.com/chapter/10.1007/978-3-030-96630-0_7,Chapter
A logical consideration on fraudulent email communication,Artificial Life and Robotics,,,,10.1007/s10015-020-00597-4,Seiko MyojinNoboru Babaguchi,2020,https://link.springer.com/article/10.1007/s10015-020-00597-4,Article
Robo-Justice,Advanced Artificial Intelligence and Robo-Justice,,,,10.1007/978-3-030-98206-5_11,Georgios I. Zekos,2022,https://link.springer.com/chapter/10.1007/978-3-030-98206-5_11,Chapter
Introduction to Phishing,Phishing and Communication Channels,,,,10.1007/978-1-4842-7744-7_1,Gunikhan Sonowal,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7744-7_1,Chapter
Hacking the Human,Cyberwarfare,,,,10.1007/978-3-030-97299-8_5,Kristan Stoddart,2022,https://link.springer.com/chapter/10.1007/978-3-030-97299-8_5,Chapter
Cyber Threat Intelligence – What Does It Even Mean?,Cyber Threat Intelligence,,,,10.1007/978-1-4842-7220-6_2,Aaron Roberts,2021,https://link.springer.com/chapter/10.1007/978-1-4842-7220-6_2,Chapter
IT Security Technical Controls,IT Security Controls,,,,10.1007/978-1-4842-7799-7_4,Virgilio ViegasOben Kuyucu,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7799-7_4,Chapter
Towards the Creation of a Threat Intelligence Framework for Maritime Infrastructures,Computer Security,,,,10.1007/978-3-030-42048-2_4,Nikolaos PitropakisMarios LogothetisGennady AndrienkoJason StefanatosEirini KarapistoliCostas Lambrinoudakis,2020,https://link.springer.com/chapter/10.1007/978-3-030-42048-2_4,Conference paper
Development of the World Cyber Security,World Internet Development Report 2017,,,,10.1007/978-3-662-57524-6_4,,2019,https://link.springer.com/chapter/10.1007/978-3-662-57524-6_4,Chapter
Fighting against phishing attacks: state of the art and future challenges,Neural Computing and Applications,,,,10.1007/s00521-016-2275-y,B. B. GuptaAakanksha TewariAnkit Kumar JainDharma P. Agrawal,2016,https://link.springer.com/article/10.1007/s00521-016-2275-y,Article
Traditional Countermeasures to Unwanted Email,Understanding Social Engineering Based Scams,,,,10.1007/978-1-4939-6457-4_5,Hossein SiadatiSima JafarikhahMarkus Jakobsson,2016,https://link.springer.com/chapter/10.1007/978-1-4939-6457-4_5,Chapter
